game_order,event,site,Year,round,white,black,result,white_elo,black_elo,white_title,black_title,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,Index,White Player's Full Name,White Player's Country,Black player's Nationality.Country,Black player's Nationality.Short name
133,"FIDE-Wch k.o.","Groningen",1997,2,"Lautier, Joel","Hracek, Zbynek","1/2-1/2",2660,2605,"","","draw",,"draw",,0,"E45",1863,"Lautier, Joel","France","Czech","Hracek, Zbynek"
134,"FIDE-Wch k.o.","Groningen",1997,2,"Kortschnoj, Viktor","Short, Nigel D","1/2-1/2",2610,2660,"","","draw",,"draw",,0,"A10",1864,"Kortschnoj, Viktor","Switzerland","England","Short, Nigel D"
136,"FIDE-Wch k.o.","Groningen",1997,2,"Zvjaginsev, Vadim","Kaidanov, Grigory S","1/2-1/2",2635,2600,"","","draw",,"draw",,0,"D45",1866,"Zvjaginsev, Vadim","Russia","United States","Kaidanov, Grigory S"
132,"FIDE-Wch k.o.","Groningen",1997,2,"Ehlvest, Jaan","Sadler, Matthew","1/2-1/2",2610,2665,"","","draw",,"draw",,0,"B92",1862,"Ehlvest, Jaan","Estonia","England","Sadler, Matthew"
138,"FIDE-Wch k.o.","Groningen",1997,2,"Tiviakov, Sergei","Rozentalis, Eduardas","1/2-1/2",2590,2645,"","","draw",,"draw",,0,"C43",1868,"Tiviakov, Sergei","Russia","Lithuania","Rozentalis, Eduardas"
141,"FIDE-Wch k.o.","Groningen",1997,2,"Slobodjan, Roman","Azmaiparashvili, Zurab","1/2-1/2",2550,2645,"","","draw",,"draw",,0,"B06",1871,"Slobodjan, Roman","Germany","Georgia","Azmaiparashvili, Zurab"
131,"FIDE-Wch k.o.","Groningen",1997,2,"Beliavsky, Alexander G","Timman, Jan H","1/2-1/2",2710,2625,"","","draw",,"draw",,0,"E17",1861,"Beliavsky, Alexander","Slovenia","Netherlands","Timman, Jan H"
142,"FIDE-Wch k.o.","Groningen",1997,2,"Shirov, Alexei","Granda Zuniga, Julio E","1/2-1/2",2700,2625,"","","draw",,"draw",,0,"B32",1872,"Shirov, Alexei","Latvia","Peru","Granda Zuniga, Julio E"
144,"FIDE-Wch k.o.","Groningen",1997,2,"Salov, Valery","Tkachiev, Vladislav","1/2-1/2",2680,2615,"","","draw",,"draw",,0,"E63",1874,"Salov, Valery","Russia","France","Tkachiev, Vladislav"
158,"FIDE-Wch k.o.","Groningen",1997,2,"Garcia, Gildardo","Krasenkow, Michal","1/2-1/2",2480,2645,"","","draw",,"draw",,0,"B30",1888,"Garcia, Gildardo","Colombia","Poland","Krasenkow, Michal"
156,"FIDE-Wch k.o.","Groningen",1997,2,"Ivanchuk, Vassily","Seirawan, Yasser","1/2-1/2",2725,2630,"","","draw",,"draw",,0,"A29",1886,"Ivanchuk, Vassily","Ukraine","United States","Seirawan, Yasser"
151,"FIDE-Wch k.o.","Groningen",1997,2,"Hjartarson, Johann","Aleksandrov, Aleksej","1/2-1/2",2605,2660,"","","draw",,"draw",,0,"C54",1881,"Hjartarson, Johann","Iceland","Belarus","Aleksandrov, Aleksej"
128,"FIDE-Wch k.o.","Groningen",1997,2,"Georgiev, Kiril","Alterman, Boris","1/2-1/2",2670,2615,"","","draw",,"draw",,0,"C26",1858,"Georgiev, Kiril","Bulgaria","Israel","Alterman, Boris"
145,"FIDE-Wch k.o.","Groningen",1997,2,"Sadler, Matthew","Ehlvest, Jaan","1/2-1/2",2665,2610,"","","draw",,"draw",,0,"E52",1875,"Sadler, Matthew","England","Estonia","Ehlvest, Jaan"
103,"FIDE-Wch k.o.","Groningen",1997,2,"Andersson, Ulf","Christiansen, Larry Mark","1/2-1/2",2640,2550,"","","draw",,"draw",,0,"A31",1833,"Andersson, Ulf","Sweden","United States","Christiansen, Larry Mark"
102,"FIDE-Wch k.o.","Groningen",1997,2,"Christiansen, Larry Mark","Andersson, Ulf","1/2-1/2",2550,2640,"","","draw",,"draw",,0,"C11",1832,"Christiansen, Larry","United States","Sweden","Andersson, Ulf"
99,"FIDE-Wch k.o.","Groningen",1997,2,"Giorgadze, Giorgi","Bacrot, Etienne","1/2-1/2",2625,2545,"","","draw",,"draw",,0,"E46",1829,"Giorgadze, Giorgi","Georgia","France","Bacrot, Etienne"
98,"FIDE-Wch k.o.","Groningen",1997,2,"Andersson, Ulf","Christiansen, Larry Mark","1/2-1/2",2640,2550,"","","draw",,"draw",,0,"D77",1828,"Andersson, Ulf","Sweden","United States","Christiansen, Larry Mark"
87,"FIDE-Wch k.o.","Groningen",1997,2,"Christiansen, Larry Mark","Andersson, Ulf","1/2-1/2",2550,2640,"","","draw",,"draw",,0,"C11",1817,"Christiansen, Larry","United States","Sweden","Andersson, Ulf"
126,"FIDE-Wch k.o.","Groningen",1997,2,"Gretarsson, Helgi Ass","Jussupow, Artur","1/2-1/2",2475,2640,"","","draw",,"draw",,0,"D58",1856,"Gretarsson, Helgi","Iceland","Germany","Jussupow, Artur"
107,"FIDE-Wch k.o.","Groningen",1997,2,"Azmaiparashvili, Zurab","Slobodjan, Roman","1/2-1/2",2645,2550,"","","draw",,"draw",,0,"A29",1837,"Azmaiparashvili, Zurab","Georgia","Serbia","Slobodjan, Roman"
109,"FIDE-Wch k.o.","Groningen",1997,2,"Aleksandrov, Aleksej","Hjartarson, Johann","1/2-1/2",2660,2605,"","","draw",,"draw",,0,"E42",1839,"Aleksandrov, Aleksej","Belarus","Iceland","Hjartarson, Johann"
116,"FIDE-Wch k.o.","Groningen",1997,2,"Rublevsky, Sergei","Shaked, Tal","1/2-1/2",2650,2500,"","","draw",,"draw",,0,"C06",1846,"Rublevsky, Sergei","Russia","United States","Shaked, Tal"
115,"FIDE-Wch k.o.","Groningen",1997,2,"Short, Nigel D","Kortschnoj, Viktor","1/2-1/2",2660,2610,"","","draw",,"draw",,0,"C11",1845,"Short, Nigel","England","Switzerland","Kortschnoj, Viktor"
114,"FIDE-Wch k.o.","Groningen",1997,2,"Almasi, Zoltan","Polgar, Judit","1/2-1/2",2615,2670,"","","draw",,"draw",,0,"B22",1844,"Almasi, Zoltan","Hungary","Hungary","Polgar, Judit"
110,"FIDE-Wch k.o.","Groningen",1997,2,"Van Wely, Loek","Miladinovic, Igor","1/2-1/2",2655,2500,"","","draw",,"draw",,0,"D07",1840,"Van Wely,","Netherlands","Serbia","Miladinovic, Igor"
161,"FIDE-Wch k.o.","Groningen",1997,2,"Alterman, Boris","Georgiev, Kiril","1/2-1/2",2615,2670,"","","draw",,"draw",,0,"E74",1891,"Alterman, Boris","Israel","Bulgaria","Georgiev, Kiril"
52,"FIDE-Wch k.o.","Groningen",1997,2,"Portisch, Lajos","Luther, Thomas","1/2-1/2",2610,2525,"","","draw",,"draw",,0,"D45",1782,"Portisch, Lajos","Hungary","Germany","Luther, Thomas"
291,"FIDE-Wch k.o.","Groningen",1997,2,"Topalov, Veselin","Piket, Jeroen","1/2-1/2",2745,2630,"","","draw",,"draw",,0,"C96",2021,"Topalov, Veselin","Bulgaria","Netherlands","Piket, Jeroen"
162,"FIDE-Wch k.o.","Groningen",1997,2,"Ehlvest, Jaan","Sadler, Matthew","1/2-1/2",2610,2665,"","","draw",,"draw",,0,"D24",1892,"Ehlvest, Jaan","Estonia","England","Sadler, Matthew"
187,"FIDE-Wch k.o.","Groningen",1997,2,"Alterman, Boris","Georgiev, Kiril","1/2-1/2",2615,2670,"","","draw",,"draw",,0,"A57",1917,"Alterman, Boris","Israel","Bulgaria","Georgiev, Kiril"
185,"FIDE-Wch k.o.","Groningen",1997,2,"Hjartarson, Johann","Aleksandrov, Aleksej","1/2-1/2",2605,2660,"","","draw",,"draw",,0,"C49",1915,"Hjartarson, Johann","Iceland","Belarus","Aleksandrov, Aleksej"
183,"FIDE-Wch k.o.","Groningen",1997,2,"Kortschnoj, Viktor","Short, Nigel D","1/2-1/2",2610,2660,"","","draw",,"draw",,0,"D53",1913,"Kortschnoj, Viktor","Switzerland","England","Short, Nigel D"
182,"FIDE-Wch k.o.","Groningen",1997,2,"Sadler, Matthew","Ehlvest, Jaan","1/2-1/2",2610,2665,"","","draw",,"draw",,0,"E58",1912,"Sadler, Matthew","England","Estonia","Ehlvest, Jaan"
180,"FIDE-Wch k.o.","Groningen",1997,2,"Azmaiparashvili, Zurab","Slobodjan, Roman","1/2-1/2",2645,2550,"","","draw",,"draw",,0,"D30",1910,"Azmaiparashvili, Zurab","Georgia","Serbia","Slobodjan, Roman"
169,"FIDE-Wch k.o.","Groningen",1997,2,"Milov, Vadim","Andersson, Ulf","1/2-1/2",2635,2640,"","","draw",,"draw",,0,"A40",1899,"Milov, Vadim","Switzerland","Sweden","Andersson, Ulf"
171,"FIDE-Wch k.o.","Groningen",1997,2,"Short, Nigel D","Kortschnoj, Viktor","1/2-1/2",2660,2610,"","","draw",,"draw",,0,"C00",1901,"Short, Nigel","England","Switzerland","Kortschnoj, Viktor"
165,"FIDE-Wch k.o.","Groningen",1997,2,"Short, Nigel D","Kortschnoj, Viktor","1/2-1/2",2660,2610,"","","draw",,"draw",,0,"C00",1895,"Short, Nigel","England","Switzerland","Kortschnoj, Viktor"
218,"FIDE-Wch k.o.","Groningen",1997,3,"Oll, Lembit","Tkachiev, Vladislav","1/2-1/2",2645,2615,"","","draw",,"draw",,0,"E61",1948,"Oll, Lembit","Estonia","France","Tkachiev, Vladislav"
219,"FIDE-Wch k.o.","Groningen",1997,3,"Khalifman, Alexander","Anand, Viswanathan","1/2-1/2",2655,2765,"","","draw",,"draw",,0,"D46",1949,"Khalifman, Alexander","Russia","India","Anand, Viswanathan"
292,"FIDE-Wch k.o.","Groningen",1997,3,"Piket, Jeroen","Van Wely, Loek","1/2-1/2",2630,2655,"","","draw",,"draw",,0,"D97",2022,"Piket, Jeroen","Netherlands","Netherlands","Van Wely, Loek"
232,"FIDE-Wch k.o.","Groningen",1997,3,"Akopian, Vladimir","Vaganian, Rafael A","1/2-1/2",2660,2640,"","","draw",,"draw",,0,"D15",1962,"Akopian, Vladimir","Armenia","Armenia","Vaganian, Rafael A"
236,"FIDE-Wch k.o.","Groningen",1997,3,"Shirov, Alexei","Milos, Gilberto","1/2-1/2",2700,2590,"","","draw",,"draw",,0,"B48",1966,"Shirov, Alexei","Latvia","Brazil","Milos, Gilberto"
313,"FIDE-Wch k.o.","Groningen",1997,3,"Rublevsky, Sergei","Beliavsky, Alexander G","1/2-1/2",2650,2710,"","","draw",,"draw",,0,"B08",2043,"Rublevsky, Sergei","Russia","Slovakia","Beliavsky, Alexander G"
312,"FIDE-Wch k.o.","Groningen",1997,3,"Van Wely, Loek","Piket, Jeroen","1/2-1/2",2655,2630,"","","draw",,"draw",,0,"D36",2042,"Van Wely,","Netherlands","Netherlands","Piket, Jeroen"
172,"FIDE-Wch k.o.","Groningen",1997,3,"Andersson, Ulf","Milov, Vadim","1/2-1/2",2640,2635,"","","draw",,"draw",,0,"A49",1902,"Andersson, Ulf","Sweden","Switzerland","Milov, Vadim"
215,"FIDE-Wch k.o.","Groningen",1997,3,"Rublevsky, Sergei","Beliavsky, Alexander G","1/2-1/2",2650,2710,"","","draw",,"draw",,0,"C07",1945,"Rublevsky, Sergei","Russia","Slovakia","Beliavsky, Alexander G"
212,"FIDE-Wch k.o.","Groningen",1997,3,"Gelfand, Boris","Lautier, Joel","1/2-1/2",2695,2660,"","","draw",,"draw",,0,"E12",1942,"Gelfand, Boris","Israel","France","Lautier, Joel"
189,"FIDE-Wch k.o.","Groningen",1997,3,"Dreev, Alexey","Sadler, Matthew","1/2-1/2",2640,2665,"","","draw",,"draw",,0,"D20",1919,"Dreev, Alexey","Russia","England","Sadler, Matthew"
190,"FIDE-Wch k.o.","Groningen",1997,3,"Georgiev, Kiril","Milov, Vadim","1/2-1/2",2670,2635,"","","draw",,"draw",,0,"E66",1920,"Georgiev, Kiril","Bulgaria","Switzerland","Milov, Vadim"
191,"FIDE-Wch k.o.","Groningen",1997,3,"Jussupow, Artur","Almasi, Zoltan","1/2-1/2",2640,2615,"","","draw",,"draw",,0,"A46",1921,"Jussupow, Artur","Germany","Hungary","Almasi, Zoltan"
192,"FIDE-Wch k.o.","Groningen",1997,3,"Khalifman, Alexander","Anand, Viswanathan","1/2-1/2",2655,2765,"","","draw",,"draw",,0,"D46",1922,"Khalifman, Alexander","Russia","India","Anand, Viswanathan"
193,"FIDE-Wch k.o.","Groningen",1997,3,"Lautier, Joel","Gelfand, Boris","1/2-1/2",2660,2695,"","","draw",,"draw",,0,"E58",1923,"Lautier, Joel","France","Israel","Gelfand, Boris"
194,"FIDE-Wch k.o.","Groningen",1997,3,"Milos, Gilberto","Shirov, Alexei","1/2-1/2",2590,2700,"","","draw",,"draw",,0,"C78",1924,"Milos, Gilberto","Brazil","Latvia","Shirov, Alexei"
195,"FIDE-Wch k.o.","Groningen",1997,3,"Oll, Lembit","Tkachiev, Vladislav","1/2-1/2",2645,2615,"","","draw",,"draw",,0,"D28",1925,"Oll, Lembit","Estonia","France","Tkachiev, Vladislav"
199,"FIDE-Wch k.o.","Groningen",1997,3,"Zvjaginsev, Vadim","Seirawan, Yasser","1/2-1/2",2635,2630,"","","draw",,"draw",,0,"D63",1929,"Zvjaginsev, Vadim","Russia","United States","Seirawan, Yasser"
201,"FIDE-Wch k.o.","Groningen",1997,3,"Tkachiev, Vladislav","Oll, Lembit","1/2-1/2",2615,2645,"","","draw",,"draw",,0,"B51",1931,"Tkachiev, Vladislav","Kazakhstan","Estonia","Oll, Lembit"
202,"FIDE-Wch k.o.","Groningen",1997,3,"Tiviakov, Sergei","Adams, Michael","1/2-1/2",2590,2680,"","","draw",,"draw",,0,"C77",1932,"Tiviakov, Sergei","Russia","England","Adams, Michael"
206,"FIDE-Wch k.o.","Groningen",1997,3,"Akopian, Vladimir","Vaganian, Rafael A","1/2-1/2",2660,2640,"","","draw",,"draw",,0,"C08",1936,"Akopian, Vladimir","Armenia","Armenia","Vaganian, Rafael A"
207,"FIDE-Wch k.o.","Groningen",1997,3,"Aleksandrov, Aleksej","Azmaiparashvili, Zurab","1/2-1/2",2660,2645,"","","draw",,"draw",,0,"D35",1937,"Aleksandrov, Aleksej","Belarus","Georgia","Azmaiparashvili, Zurab"
205,"FIDE-Wch k.o.","Groningen",1997,3,"Shirov, Alexei","Milos, Gilberto","1/2-1/2",2700,2590,"","","draw",,"draw",,0,"B49",1935,"Shirov, Alexei","Latvia","Brazil","Milos, Gilberto"
253,"FIDE-Wch k.o.","Groningen",1997,4,"Gelfand, Boris","Tkachiev, Vladislav","1/2-1/2",2695,2615,"","","draw",,"draw",,0,"E98",1983,"Gelfand, Boris","Israel","France","Tkachiev, Vladislav"
255,"FIDE-Wch k.o.","Groningen",1997,4,"Krasenkow, Michal","Azmaiparashvili, Zurab","1/2-1/2",2645,2645,"","","draw",,"draw",,0,"D53",1985,"Krasenkow, Michal","Poland","Georgia","Azmaiparashvili, Zurab"
258,"FIDE-Wch k.o.","Groningen",1997,4,"Azmaiparashvili, Zurab","Krasenkow, Michal","1/2-1/2",2645,2645,"","","draw",,"draw",,0,"A07",1988,"Azmaiparashvili, Zurab","Georgia","Poland","Krasenkow, Michal"
250,"FIDE-Wch k.o.","Groningen",1997,4,"Georgiev, Kiril","Van Wely, Loek","1/2-1/2",2670,2655,"","","draw",,"draw",,0,"E17",1980,"Georgiev, Kiril","Bulgaria","Netherlands","Van Wely, Loek"
229,"FIDE-Wch k.o.","Groningen",1997,4,"Akopian, Vladimir","Vaganian, Rafael A","1/2-1/2",2660,2640,"","","draw",,"draw",,0,"C08",1959,"Akopian, Vladimir","Armenia","Armenia","Vaganian, Rafael A"
249,"FIDE-Wch k.o.","Groningen",1997,4,"Krasenkow, Michal","Azmaiparashvili, Zurab","1/2-1/2",2645,2645,"","","draw",,"draw",,0,"D37",1979,"Krasenkow, Michal","Poland","Georgia","Azmaiparashvili, Zurab"
231,"FIDE-Wch k.o.","Groningen",1997,4,"Piket, Jeroen","Van Wely, Loek","1/2-1/2",2630,2655,"","","draw",,"draw",,0,"E04",1961,"Piket, Jeroen","Netherlands","Netherlands","Van Wely, Loek"
238,"FIDE-Wch k.o.","Groningen",1997,4,"Azmaiparashvili, Zurab","Krasenkow, Michal","1/2-1/2",2645,2645,"","","draw",,"draw",,0,"B22",1968,"Azmaiparashvili, Zurab","Georgia","Poland","Krasenkow, Michal"
241,"FIDE-Wch k.o.","Groningen",1997,4,"Tkachiev, Vladislav","Gelfand, Boris","1/2-1/2",2615,2695,"","","draw",,"draw",,0,"B52",1971,"Tkachiev, Vladislav","Kazakhstan","Israel","Gelfand, Boris"
247,"FIDE-Wch k.o.","Groningen",1997,4,"Svidler, Peter","Adams, Michael","1/2-1/2",2660,2680,"","","draw",,"draw",,0,"C88",1977,"Svidler, Peter","Russia","England","Adams, Michael"
242,"FIDE-Wch k.o.","Groningen",1997,4,"Akopian, Vladimir","Shirov, Alexei","1/2-1/2",2660,2700,"","","draw",,"draw",,0,"E66",1972,"Akopian, Vladimir","Armenia","Latvia","Shirov, Alexei"
245,"FIDE-Wch k.o.","Groningen",1997,4,"Gelfand, Boris","Tkachiev, Vladislav","1/2-1/2",2695,2615,"","","draw",,"draw",,0,"D39",1975,"Gelfand, Boris","Israel","France","Tkachiev, Vladislav"
318,"FIDE-Wch k.o.","Groningen",1997,5,"Van Wely, Loek","Adams, Michael","1/2-1/2",2655,2680,"","","draw",,"draw",,0,"E15",2048,"Van Wely,","Netherlands","England","Adams, Michael"
319,"FIDE-Wch k.o.","Groningen",1997,5,"Shirov, Alexei","Anand, Viswanathan","1/2-1/2",2700,2765,"","","draw",,"draw",,0,"C43",2049,"Shirov, Alexei","Latvia","India","Anand, Viswanathan"
321,"FIDE-Wch k.o.","Groningen",1997,5,"Adams, Michael","Van Wely, Loek","1/2-1/2",2680,2655,"","","draw",,"draw",,0,"B50",2051,"Adams, Michael","England","Netherlands","Van Wely, Loek"
270,"FIDE-Wch k.o.","Groningen",1997,5,"Van Wely, Loek","Adams, Michael","1/2-1/2",2655,2680,"","","draw",,"draw",,0,"E15",2000,"Van Wely,","Netherlands","England","Adams, Michael"
268,"FIDE-Wch k.o.","Groningen",1997,5,"Dreev, Alexey","Gelfand, Boris","1/2-1/2",2640,2695,"","","draw",,"draw",,0,"E34",1998,"Dreev, Alexey","Russia","Israel","Gelfand, Boris"
276,"FIDE-Wch k.o.","Groningen",1997,6,"Short, Nigel D","Adams, Michael","1/2-1/2",2660,2680,"","","draw",,"draw",,0,"B12",2006,"Short, Nigel","England","England","Adams, Michael"
279,"FIDE-Wch k.o.","Groningen",1997,6,"Adams, Michael","Short, Nigel D","1/2-1/2",2680,2660,"","","draw",,"draw",,0,"B50",2009,"Adams, Michael","England","England","Short, Nigel D"
273,"FIDE-Wch k.o.","Groningen",1997,6,"Gelfand, Boris","Anand, Viswanathan","1/2-1/2",2695,2765,"","","draw",,"draw",,0,"D46",2003,"Gelfand, Boris","Israel","India","Anand, Viswanathan"
280,"FIDE-Wch k.o.","Groningen",1997,6,"Short, Nigel D","Adams, Michael","1/2-1/2",2660,2680,"","","draw",,"draw",,0,"B12",2010,"Short, Nigel","England","England","Adams, Michael"
323,"FIDE-Wch k.o.","Groningen",1997,7,"Adams, Michael","Anand, Viswanathan","1/2-1/2",2680,2765,"","","draw",,"draw",,0,"B31",2053,"Adams, Michael","England","India","Anand, Viswanathan"
283,"FIDE-Wch k.o.","Groningen",1997,7,"Anand, Viswanathan","Adams, Michael","1/2-1/2",2765,2680,"","","draw",,"draw",,0,"C89",2013,"Anand, Viswanathan","India","England","Adams, Michael"
282,"FIDE-Wch k.o.","Groningen",1997,7,"Anand, Viswanathan","Adams, Michael","1/2-1/2",2765,2680,"","","draw",,"draw",,0,"A34",2012,"Anand, Viswanathan","India","England","Adams, Michael"
281,"FIDE-Wch k.o.","Groningen",1997,7,"Adams, Michael","Anand, Viswanathan","1/2-1/2",2680,2765,"","","draw",,"draw",,0,"B52",2011,"Adams, Michael","England","India","Anand, Viswanathan"
278,"FIDE-Wch k.o.","Groningen",1997,7,"Adams, Michael","Short, Nigel D","1/2-1/2",2680,2660,"","","draw",,"draw",,0,"B70",2008,"Adams, Michael","England","England","Short, Nigel D"
286,"FIDE-Wch k.o.","Groningen",1997,8,"Adams, Michael","Anand, Viswanathan","1/2-1/2",2680,2765,"","","draw",,"draw",,0,"B23",2016,"Adams, Michael","England","India","Anand, Viswanathan"
285,"FIDE-Wch k.o.","Groningen",1997,8,"Adams, Michael","Anand, Viswanathan","1/2-1/2",2680,2765,"","","draw",,"draw",,0,"B23",2015,"Adams, Michael","England","India","Anand, Viswanathan"
284,"FIDE-Wch k.o.","Groningen",1997,8,"Anand, Viswanathan","Adams, Michael","1/2-1/2",2765,2680,"","","draw",,"draw",,0,"B14",2014,"Anand, Viswanathan","India","England","Adams, Michael"
287,"FIDE-Wch k.o.","Groningen",1997,8,"Anand, Viswanathan","Adams, Michael","1/2-1/2",2765,2680,"","","draw",,"draw",,0,"A34",2017,"Anand, Viswanathan","India","England","Adams, Michael"
8,"World Championship 1st","USA",1886,8,"Steinitz, William","Zukertort, Johannes Hermann","1/2-1/2",,,"","","draw",,"draw",,0,"C67",2926,"Steinitz, William","Czech Republic","Poland","Zukertort, Johannes Hermann"
10,"World Championship 1st","USA",1886,10,"Steinitz, William","Zukertort, Johannes Hermann","1/2-1/2",,,"","","draw",,"draw",,0,"C67",2928,"Steinitz, William","Czech Republic","Poland","Zukertort, Johannes Hermann"
14,"World Championship 1st","USA",1886,14,"Steinitz, William","Zukertort, Johannes Hermann","1/2-1/2",,,"","","draw",,"draw",,0,"C67",2932,"Steinitz, William","Czech Republic","Poland","Zukertort, Johannes Hermann"
15,"World Championship 1st","USA",1886,15,"Zukertort, Johannes Hermann","Steinitz, William","1/2-1/2",,,"","","draw",,"draw",,0,"D50",2933,"Zukertort, Johannes","Poland","Austria/Austria-Hungary","Steinitz, William"
17,"World Championship 1st","USA",1886,17,"Zukertort, Johannes Hermann","Steinitz, William","1/2-1/2",,,"","","draw",,"draw",,0,"D60",2935,"Zukertort, Johannes","Poland","Austria/Austria-Hungary","Steinitz, William"
1,"World Championship 3rd","New York",1890,1,"Steinitz, William","Gunsberg, Isidor","1/2-1/2",,,"","","draw",,"draw",,0,"D35",2883,"Steinitz, William","Czech Republic","United States","Gunsberg, Isidor"
3,"World Championship 3rd","New York",1890,3,"Steinitz, William","Gunsberg, Isidor","1/2-1/2",,,"","","draw",,"draw",,0,"D31",2885,"Steinitz, William","Czech Republic","United States","Gunsberg, Isidor"
8,"World Championship 3rd","New York",1890,8,"Gunsberg, Isidor","Steinitz, William","1/2-1/2",,,"","","draw",,"draw",,0,"C54",2890,"Gunsberg, Isidor","Hungary","Austria/Austria-Hungary","Steinitz, William"
9,"World Championship 3rd","New York",1890,9,"Steinitz, William","Gunsberg, Isidor","1/2-1/2",,,"","","draw",,"draw",,0,"D30",2891,"Steinitz, William","Czech Republic","United States","Gunsberg, Isidor"
11,"World Championship 3rd","New York",1890,11,"Steinitz, William","Gunsberg, Isidor","1/2-1/2",,,"","","draw",,"draw",,0,"D40",2893,"Steinitz, William","Czech Republic","United States","Gunsberg, Isidor"
14,"World Championship 3rd","New York",1890,14,"Gunsberg, Isidor","Steinitz, William","1/2-1/2",,,"","","draw",,"draw",,0,"C52",2896,"Gunsberg, Isidor","Hungary","Austria/Austria-Hungary","Steinitz, William"
15,"World Championship 3rd","New York",1890,15,"Steinitz, William","Gunsberg, Isidor","1/2-1/2",,,"","","draw",,"draw",,0,"E14",2897,"Steinitz, William","Czech Republic","United States","Gunsberg, Isidor"
17,"World Championship 3rd","New York",1890,17,"Steinitz, William","Gunsberg, Isidor","1/2-1/2",,,"","","draw",,"draw",,0,"D06",2899,"Steinitz, William","Czech Republic","United States","Gunsberg, Isidor"
19,"World Championship 3rd","New York",1890,19,"Steinitz, William","Gunsberg, Isidor","1/2-1/2",,,"","","draw",,"draw",,0,"D40",2901,"Steinitz, William","Czech Republic","United States","Gunsberg, Isidor"
5,"World Championship 5th","USA/CAN",1894,5,"Lasker, Emanuel","Steinitz, William","1/2-1/2",,,"","","draw",,"draw",,0,"C62",2845,"Lasker, Emanuel","Germany","Austria/Austria-Hungary","Steinitz, William"
6,"World Championship 5th","USA/CAN",1894,6,"Steinitz, William","Lasker, Emanuel","1/2-1/2",,,"","","draw",,"draw",,0,"C54",2846,"Steinitz, William","Czech Republic","Germany","Lasker, Emanuel"
12,"World Championship 5th","USA/CAN",1894,12,"Steinitz, William","Lasker, Emanuel","1/2-1/2",,,"","","draw",,"draw",,0,"D60",2852,"Steinitz, William","Czech Republic","Germany","Lasker, Emanuel"
18,"World Championship 5th","USA/CAN",1894,18,"Steinitz, William","Lasker, Emanuel","1/2-1/2",,,"","","draw",,"draw",,0,"D67",2858,"Steinitz, William","Czech Republic","Germany","Lasker, Emanuel"
5,"World Championship 6th","Moscow",1896,5,"Steinitz, William","Lasker, Emanuel","1/2-1/2",,,"","","draw",,"draw",,0,"D53",2828,"Steinitz, William","Czech Republic","Germany","Lasker, Emanuel"
7,"World Championship 6th","Moscow",1896,7,"Steinitz, William","Lasker, Emanuel","1/2-1/2",,,"","","draw",,"draw",,0,"D53",2830,"Steinitz, William","Czech Republic","Germany","Lasker, Emanuel"
8,"World Championship 6th","Moscow",1896,8,"Lasker, Emanuel","Steinitz, William","1/2-1/2",,,"","","draw",,"draw",,0,"C62",2831,"Lasker, Emanuel","Germany","Austria/Austria-Hungary","Steinitz, William"
9,"World Championship 6th","Moscow",1896,9,"Steinitz, William","Lasker, Emanuel","1/2-1/2",,,"","","draw",,"draw",,0,"D53",2832,"Steinitz, William","Czech Republic","Germany","Lasker, Emanuel"
15,"World Championship 6th","Moscow",1896,15,"Steinitz, William","Lasker, Emanuel","1/2-1/2",,,"","","draw",,"draw",,0,"D53",2838,"Steinitz, William","Czech Republic","Germany","Lasker, Emanuel"
4,"World Championship 7th","USA",1907,4,"Lasker, Emanuel","Marshall, Frank James","1/2-1/2",,,"","","draw",,"draw",,0,"C12",2812,"Lasker, Emanuel","Germany","United States","Marshall, Frank James"
5,"World Championship 7th","USA",1907,5,"Marshall, Frank James","Lasker, Emanuel","1/2-1/2",,,"","","draw",,"draw",,0,"D53",2813,"Marshall, Frank","United States","Germany","Lasker, Emanuel"
6,"World Championship 7th","USA",1907,6,"Lasker, Emanuel","Marshall, Frank James","1/2-1/2",,,"","","draw",,"draw",,0,"C12",2814,"Lasker, Emanuel","Germany","United States","Marshall, Frank James"
7,"World Championship 7th","USA",1907,7,"Marshall, Frank James","Lasker, Emanuel","1/2-1/2",,,"","","draw",,"draw",,0,"D32",2815,"Marshall, Frank","United States","Germany","Lasker, Emanuel"
9,"World Championship 7th","USA",1907,9,"Marshall, Frank James","Lasker, Emanuel","1/2-1/2",,,"","","draw",,"draw",,0,"D32",2817,"Marshall, Frank","United States","Germany","Lasker, Emanuel"
10,"World Championship 7th","USA",1907,10,"Lasker, Emanuel","Marshall, Frank James","1/2-1/2",,,"","","draw",,"draw",,0,"C12",2818,"Lasker, Emanuel","Germany","United States","Marshall, Frank James"
11,"World Championship 7th","USA",1907,11,"Marshall, Frank James","Lasker, Emanuel","1/2-1/2",,,"","","draw",,"draw",,0,"A83",2819,"Marshall, Frank","United States","Germany","Lasker, Emanuel"
6,"World Championship 8th","Germany",1908,6,"Tarrasch, Siegbert","Lasker, Emanuel","1/2-1/2",,,"","","draw",,"draw",,0,"C10",2798,"Tarrasch, Siegbert","Germany","Germany","Lasker, Emanuel"
8,"World Championship 8th","Germany",1908,8,"Tarrasch, Siegbert","Lasker, Emanuel","1/2-1/2",,,"","","draw",,"draw",,0,"C67",2800,"Tarrasch, Siegbert","Germany","Germany","Lasker, Emanuel"
